Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;80 Enquêtes et sécurité;8010Z Activités de sécurité privée;28;23;76;2815;200023414;76575;8010Z;1;61;1;38;1;61;4;62;4;86;5;95;3;74;3;103;4;85;2;115;2;87;2;106;1;55;1;33;1;12;1;70;2;149
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8110Z Activités combinées de soutien lié aux bâtiments;28;23;76;2815;200023414;76575;8110Z;10;23;13;20;13;19;13;19;13;18;12;16;12;16;12;14;12;14;5;10;7;12;7;10;7;11;6;9;5;8;5;8;5;8
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8121Z Nettoyage courant des bâtiments;28;23;76;2815;200023414;76575;8121Z;5;682;5;763;7;753;7;918;7;399;8;524;8;665;8;680;7;652;7;650;6;632;6;475;6;706;6;614;5;316;5;265;5;346
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8122Z Autres activités nettoyage des bâtiments et nettoyage industriel;28;23;76;2815;200023414;76575;8122Z;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;3;9;3;10;3;8;2;7;2;7;3;23;3;26;3;35
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8291Z Activ. de recouvrement factures & d'info. financ. s/la clientèle;28;23;76;2815;200023414;76575;8291Z;1;27;1;14;1;15;1;15;1;12;1;7;1;7;1;7;1;7;1;5;1;6;1;5;1;6;1;6;1;5;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8621Z Activité des médecins généralistes;28;23;76;2815;200023414;76575;8621Z;2;3;2;2;2;4;2;5;2;5;3;5;2;4;2;5;2;5;2;3;2;5;2;4;2;4;2;4;4;9;2;2;2;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690A Ambulances;28;23;76;2815;200023414;76575;8690A;;;;;;;1;6;1;3;1;7;1;6;1;6;1;7;1;8;1;8;1;5;1;7;1;5;1;7;1;6;1;6
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8710B Hébergement médicalisé pour enfants handicapés;28;23;76;2815;200023414;76575;8710B;2;52;2;59;2;52;2;51;1;42;1;43;1;36;1;41;1;45;1;50;1;54;1;53;1;51;1;46;1;38;1;41;1;42
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8891A Accueil de jeunes enfants;28;23;76;2815;200023414;76575;8891A;1;3;1;3;1;4;1;5;2;14;2;16;2;20;2;21;2;21;2;23;2;21;3;27;3;30;3;28;3;26;3;29;3;29
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8899A Aut. accueil ou accompgnt sans hébergt d'enfants et adolescents;28;23;76;2815;200023414;76575;8899A;1;13;1;14;1;12;1;12;1;13;1;12;1;11;1;9;1;8;1;9;1;9;1;9;1;10;1;9;1;10;1;13;1;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9001Z Arts du spectacle vivant;28;23;76;2815;200023414;76575;9001Z;2;2;;;;;;;2;3;2;2;1;2;2;4;3;4;3;7;2;8;1;4;1;2;2;2;2;2;1;1;2;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9329Z Autres activités récréatives et de loisirs;28;23;76;2815;200023414;76575;9329Z;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9411Z Activités des organisations patronales et consulaires;28;23;76;2815;200023414;76575;9411Z;1;4;1;4;1;5;1;4;1;3;1;2;1;2;1;2;2;11;2;8;1;4;1;4;1;4;1;5;1;5;1;5;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602A Coiffure;28;23;76;2815;200023414;76575;9602A;11;30;10;24;10;25;12;27;12;30;11;28;13;29;12;28;13;25;10;27;11;25;10;23;11;33;11;36;10;32;10;32;11;32
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Étienne-du-Rouvray;76575 Saint-Étienne-du-Rouvray;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9603Z Services funéraires;28;23;76;2815;200023414;76575;9603Z;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;3;1;4;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Communauté Bray-Eawy;Sainte-Geneviève;76578 Sainte-Geneviève;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9002Z Activités de soutien au spectacle vivant;28;23;76;2815;200070068;76578;9002Z;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;0;1;0;1;0
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Communauté Bray-Eawy;Sainte-Geneviève;76578 Sainte-Geneviève;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9499Z Autres organisations fonctionnant par adhésion volontaire;28;23;76;2815;200070068;76578;9499Z;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071C Boulangerie et boulangerie-pâtisserie;28;23;76;2815;200070449;76580;1071C;;;1;2;1;3;1;3;1;3;1;4;1;1;;;;;;;;;;;;;;;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4321A Travaux d'installation électrique dans tous locaux;28;23;76;2815;200070449;76580;4321A;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4333Z Travaux de revêtement des sols et des murs;28;23;76;2815;200070449;76580;4333Z;1;4;1;8;1;7;1;5;1;6;1;8;1;10;1;10;1;8;1;8;1;6;1;4;1;4;1;4;1;3;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4511Z Commerce de voitures et de véhicules automobiles légers;28;23;76;2815;200070449;76580;4511Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5629B Autres services de restauration n.c.a.;28;23;76;2815;200070449;76580;5629B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6420Z Activités des sociétés holding;28;23;76;2815;200070449;76580;6420Z;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"71 Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";7112B Ingénierie, études techniques;28;23;76;2815;200070449;76580;7112B;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;1;2;1;2;1;3;1;4;2;6;2;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8559B Autres enseignements;28;23;76;2815;200070449;76580;8559B;1;4;1;4;1;3;1;0;1;4;1;4;1;3;1;4;1;0;1;0;1;5;1;5;1;0;1;4;1;0;1;3;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Georges-sur-Fontaine;76580 Saint-Georges-sur-Fontaine;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9003B Autre création artistique;28;23;76;2815;200070449;76580;9003B;1;1;1;1;1;1;1;2;1;2;1;2;1;3;1;4;1;6;1;6;1;6;1;5;1;5;1;4;1;6;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-des-Essourts;76581 Saint-Germain-des-Essourts;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4321A Travaux d'installation électrique dans tous locaux;28;23;76;2815;200070449;76581;4321A;1;2;1;3;1;2;1;2;1;4;1;3;1;2;1;1;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-des-Essourts;76581 Saint-Germain-des-Essourts;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4781Z Commerce de détail alimentaire sur éventaires et marchés;28;23;76;2815;200070449;76581;4781Z;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-des-Essourts;76581 Saint-Germain-des-Essourts;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810A Aide à domicile;28;23;76;2815;200070449;76581;8810A;;;;;;;;;;;;;1;3;1;4;1;7;1;6;1;10;1;12;1;16;1;16;1;17;1;19;1;17
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-sous-Cailly;76583 Saint-Germain-sous-Cailly;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391A Travaux de charpente;28;23;76;2815;200070449;76583;4391A;;;;;;;;;;;1;2;1;3;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-sous-Cailly;76583 Saint-Germain-sous-Cailly;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;55 Hébergement;5520Z Hébergement touristique et autre hébergement de courte durée;28;23;76;2815;200070449;76583;5520Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Inter-Caux-Vexin;Saint-Germain-sous-Cailly;76583 Saint-Germain-sous-Cailly;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8121Z Nettoyage courant des bâtiments;28;23;76;2815;200070449;76583;8121Z;;;;;;;;;;;;;;;1;1;1;4;1;9;1;4;1;1;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071C Boulangerie et boulangerie-pâtisserie;28;23;76;2815;200023414;76591;1071C;1;6;1;5;1;6;1;5;1;5;1;5;1;5;1;5;1;8;1;5;1;8;1;9;1;7;1;11;1;9;1;11;1;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C5 autres produits industriels;CB Habillement, textile et cuir;13 Fabrication de textiles;1399Z Fabrication d'autres textiles n.c.a.;28;23;76;2815;200023414;76591;1399Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C5 autres produits industriels;CC Bois et papier;17 Industrie du papier et du carton;1729Z Fabrication d'autres articles en papier ou en carton;28;23;76;2815;200023414;76591;1729Z;1;36;1;33;1;33;1;33;1;30;1;39;1;37;1;38;1;43;1;45;1;42;1;46;1;44;1;44;1;41;1;41;1;40
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C5 autres produits industriels;CH Métallurgie et fabrication de produits métalliques;25 Fabrication de produits métalliques, à l'exception des machines et des équipements;2512Z Fabrication de portes et fenêtres en métal;28;23;76;2815;200023414;76591;2512Z;;;;;;;;;;;1;3;1;2;1;3;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C3 Equipements électriques, électroniques, informatiques;CJ Fabrication d'équipements électriques;27 Fabrication d'équipements électriques;2740Z Fabrication d'appareils d'éclairage électrique;28;23;76;2815;200023414;76591;2740Z;;;;;;;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3311Z Réparation d'ouvrages en métaux;28;23;76;2815;200023414;76591;3311Z;1;2;1;3;1;3;1;3;1;3;1;3;1;3;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;2;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3320B Installation de machines et équipements mécaniques;28;23;76;2815;200023414;76591;3320B;;;1;1;1;1;1;2;1;9;1;4;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;DE Industries extractives, énergie, eau;EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;"38 Collecte, traitement et élimination des déchets ; récupération";3811Z Collecte des déchets non dangereux;28;23;76;2815;200023414;76591;3811Z;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;DE Industries extractives, énergie, eau;EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;"38 Collecte, traitement et élimination des déchets ; récupération";3831Z Démantèlement d'épaves;28;23;76;2815;200023414;76591;3831Z;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;3;1;2;1;3
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS1 Industrie;DE Industries extractives, énergie, eau;EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;39 Dépollution et autres services de gestion des déchets;3900Z Dépollution et autres services de gestion des déchets;28;23;76;2815;200023414;76591;3900Z;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;25;2;26;2;6
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4333Z Travaux de revêtement des sols et des murs;28;23;76;2815;200023414;76591;4333Z;2;11;2;12;2;12;2;12;1;10;1;9;1;9;1;8;1;8;1;8;1;10;1;13;1;13;1;9;1;9;1;9;1;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4399D Autres travaux spécialisés de construction;28;23;76;2815;200023414;76591;4399D;;;;;1;2;1;3;1;5;2;11;2;17;2;22;1;18;1;17;1;15;1;17;1;15;1;17;1;17;1;18;1;18
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4631Z Commerce de gros (commerce interentreprises) de fruits et légumes;28;23;76;2815;200023414;76591;4631Z;1;6;1;3;1;2;1;5;1;5;1;4;1;4;1;4;1;3;1;3;1;3;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4646Z Commerce de gros de produits pharmaceutiques;28;23;76;2815;200023414;76591;4646Z;;;;;;;;;;;;;;;;;1;2;1;3;1;2;1;3;1;2;1;2;1;2;1;2;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4649Z Commerce de gros d'autres biens domestiques;28;23;76;2815;200023414;76591;4649Z;1;1;1;1;1;3;2;4;2;4;2;3;2;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;Métropole Rouen Normandie;Saint-Jacques-sur-Darnétal;76591 Saint-Jacques-sur-Darnétal;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4661Z Commerce de gros (commerce interentreprises) de matériel agricole;28;23;76;2815;200023414;76591;4661Z;1;7;1;10;1;12;1;9;1;7;1;8;1;6;1;1;1;4;1;3;;;;;;;;;;;;;;
